month, year, temp, precip, grainHeight, grainDeer
2017.000000, 20.690914, 8.750994, 0.689273, 1
2017.083333, 25.867294, 11.440720, 1.752545, 0
2017.166667, 51.515800, 10.223239, 3.875494, 1
2017.250000, 60.445229, 12.333856, 2.991386, 2
2017.333333, 62.699234, 12.241714, 2.035395, 2
2017.416667, 72.761169, 6.890173, 1.035553, 2
2017.500000, 64.338455, 4.683146, 0.551687, 1
2017.583333, 59.012436, 1.099019, 0.149220, 0
2017.666667, 56.052402, 0.000000, 0.372941, 0
2017.750000, 50.530617, 0.000000, 1.343875, 0
2017.833333, 31.033646, 3.614480, 3.225392, 1
2017.916667, 37.862236, 3.052063, 6.941589, 2
2018.000000, 37.127182, 6.572194, 12.491243, 3
2018.083333, 45.108376, 12.035791, 16.903585, 4
2018.166667, 42.109818, 13.709704, 21.571514, 5
2018.250000, 63.754047, 13.234959, 19.097048, 6
2018.333333, 72.390694, 11.694701, 16.097263, 7
2018.416667, 70.227142, 9.445941, 12.098122, 8
2018.500000, 60.504944, 2.761499, 8.168840, 9
2018.583333, 72.020294, 1.793900, 4.168984, 8
2018.666667, 57.160519, 0.000000, 0.323820, 7
2018.750000, 52.891026, 0.482207, 0.000000, 6
2018.833333, 38.441544, 2.232361, 1.270759, 5
2018.916667, 33.281513, 6.380393, 3.239225, 4
2019.000000, 33.109158, 6.624178, 5.679174, 3
2019.083333, 40.821476, 11.234515, 12.005186, 4
2019.166667, 54.141743, 13.394991, 10.970109, 5
2019.250000, 60.447968, 12.039192, 8.087372, 6
2019.333333, 63.735641, 10.956982, 4.615710, 7
2019.416667, 68.234924, 9.340310, 1.618458, 6
2019.500000, 67.001060, 3.350579, 0.000000, 5
2019.583333, 73.717545, 1.678794, 0.000000, 4
2019.666667, 50.221195, 0.000000, 0.000000, 3
2019.750000, 41.411949, 0.587338, 1.733365, 2
2019.833333, 34.394638, 3.641372, 4.633142, 1
2019.916667, 27.378744, 4.451053, 5.328651, 2
2020.000000, 28.758080, 7.604177, 6.463155, 3
2020.083333, 26.065063, 10.947586, 5.600433, 4
2020.166667, 48.538799, 12.355902, 7.250801, 5
2020.250000, 56.685280, 11.668402, 4.731565, 6
2020.333333, 66.206528, 10.085840, 1.739890, 5
2020.416667, 73.194466, 6.688356, 0.000000, 4
2020.500000, 71.479233, 6.166811, 0.000000, 3
2020.583333, 62.981045, 3.241144, 0.000000, 2
2020.666667, 55.794334, 1.650755, 0.000000, 1
2020.750000, 44.569393, 0.000000, 2.388458, 0
2020.833333, 32.082817, 2.935599, 4.983405, 1
2020.916667, 40.444382, 4.080508, 9.607517, 2
2021.000000, 34.552990, 6.334573, 13.806114, 3
2021.083333, 40.164165, 9.928586, 20.303551, 4
2021.166667, 42.723389, 11.823711, 25.488682, 5
2021.250000, 62.943260, 12.004155, 22.528452, 6
2021.333333, 58.896626, 10.408884, 19.753138, 7
2021.416667, 63.974930, 8.685596, 15.778215, 8
2021.500000, 74.396866, 5.322556, 11.778262, 9
2021.583333, 69.228516, 0.181275, 7.278856, 10
2021.666667, 60.360573, 0.776464, 2.332962, 9
2021.750000, 49.540062, 0.052110, 0.000000, 8
2021.833333, 33.674034, 1.866052, 0.000000, 7
2021.916667, 29.590290, 5.537600, 0.000000, 6
2022.000000, 23.076595, 9.408552, 0.000000, 5
2022.083333, 27.337147, 10.517882, 0.000000, 4
2022.166667, 39.386280, 11.930021, 6.178507, 3
2022.250000, 52.801086, 12.637474, 5.627981, 4
2022.333333, 59.263889, 11.281608, 3.320424, 5
2022.416667, 70.629051, 8.365551, 1.321080, 4
2022.500000, 77.711441, 6.083660, 0.000000, 3
2022.583333, 71.230835, 0.168004, 0.000000, 2
2022.666667, 65.045837, 0.000000, 0.000000, 1
2022.750000, 40.964722, 0.283193, 3.083210, 0
2022.833333, 39.165668, 1.574779, 6.989691, 1
2022.916667, 27.552235, 5.305030, 7.352496, 2
